Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Extra,Stav,Zdroj,Spárováno,Odkaz na auto
Hyundai Tucson 1.6 T-GDI MHEV,500000,35115,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ano,SUV,,,"4x.maj,ČR",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,530000,58570,2023,Benzín,1.6,T-GDI,MHEV,110,Automatická,,,,Ne,SUV,,,"48V , Výhřevy",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,598000,25384,2024,Benzín,1.6,,,110,Automatická,Ano,,,Ne,SUV,,,T Smart,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,559900,39286,2023,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,N-Line,,MT,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,679900,24614,2025,Benzín,1.6,T-GDI,,118,Automatická,Ano,,,Ne,SUV,N Line,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,468000,69777,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ano,SUV,,,Smart Navi,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,432000,68104,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,"1.maj,ČR,LED",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,470000,56535,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,"2.maj,ČR,Smart",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,609990,63796,2021,Benzín,1.6,,,132,Automatická,,,,Ano,SUV,Style,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,684890,,2025,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO CZECH!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,595000,46300,2023,Benzín,1.6,GDI,,132,Automatická,,,,Ano,SUV,,,132 Freedom AT ČR,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,599900,96300,2021,Benzín,1.6,,,132,Automatická,,,,Ne,SUV,,,-PANORAMA-MAX.VÝBAVA,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,579990,44037,2021,Benzín,1.6,,,132,Automatická,,,,Ano,SUV,,,SMART NAV HEV,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,619990,43443,2023,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,N Line,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,669900,11722,2025,Benzín,1.6,T-GDI,,118,Automatická,Ano,,,Ne,SUV,Style,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,669900,5721,2025,Benzín,1.6,T-GDI,,118,Automatická,Ano,,,Ne,SUV,Style,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,480000,81080,2023,Benzín,1.6,T-GDI,MHEV,132,Manuální,,,,Ne,SUV,,Ano,"48V , Záruka",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,460000,51343,2021,Benzín,1.6,T-GDI,,130,Manuální,,,,Ne,SUV,N-Line,,Serv.kniha,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,740890,10,2025,Benzín,1.6,TGDI,,110,Automatická,Ano,,,Ne,SUV,,,2WD GO,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,459900,97664,2021,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,739890,11000,2025,Benzín,1.6,T-GDI,,117,Automatická,Ano,,,Ne,SUV,Style,,,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,569990,24524,2022,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,N-Line,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,519900,22150,2022,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,,,-1.MAJITEL-V ZÁRUCE-TAŽNÉ,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,744890,1,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO CZECH PLUS! 4×2 1,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,742890,1,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO CZECH PLUS! 4×2 1,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,699900,18179,2024,Benzín,1.6,T-GDI,,118,Automatická,Ano,,,Ne,SUV,N-Line,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,589990,20127,2024,Benzín,1.6,T-GDI,,117,Manuální,,,,Ne,SUV,,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,744990,5,2026,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,GO Czech! PLUS,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,744990,5,2026,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,GO Czech! PLUS,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,699900,16500,2025,Benzín,1.6,T-GDI,,118,Automatická,,,,Ne,SUV,Style,,DTC,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,549900,50884,2021,Nafta,1.6,CRDi,,100,Automatická,,,,Ano,SUV,Style,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,469900,90300,2022,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,,,-DPH-V ZÁRUCE-KAMERA,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,550000,59608,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,N-Line,Ano,Záruka,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,599900,7300,2024,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,,,-V ZÁRUCE-STAV NOVÉHO VOZU,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,395000,80000,2022,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,744890,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech! N,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,657890,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,619000,14567,2023,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,Nline MH,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,664890,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,Go Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,689990,7000,2025,Benzín,1.6,TGDI,,118,Manuální,,,,Ne,SUV,,,MT EDICE 20 LET,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,729000,33000,2024,Nafta,1.6,CRDi,,100,Automatická,,,,Ano,SUV,Style,,AT,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,569000,57500,2023,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,N-Line,Ano,záruka do 8 28,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,470000,80246,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,"Serv.kniha, Navi",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,585000,54707,2023,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,N-Line,,serv.kn.,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,490000,69819,2021,Benzín,1.6,T-GDI,MHEV,110,Automatická,,,,Ne,SUV,,,"48V , Smart",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,669900,11009,2025,Benzín,1.6,T-GDI,,118,Automatická,Ano,,,Ne,SUV,Style,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,599990,13,2026,Benzín,1.6,TGDI,,110,Manuální,,,,Ne,SUV,Comfort,,MT 2WD,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,618900,38826,2024,Benzín,1.6,,MHEV,110,Automatická,,,,Ne,SUV,,,"AUTOMAT, STŘEŠNÍ NOS",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,697890,7,2026,Benzín,1.6,TGDI,,110,Manuální,,,,Ne,SUV,,,GO CZECH FWD MT,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,599990,5,2025,Benzín,1.6,TGDI,,110,Manuální,,,,Ne,SUV,Comfort,,26 MT,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,722890,10,2026,Benzín,1.6,TGDI,,110,Automatická,Ano,,,Ne,SUV,,,2WD GO CZECH,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,649900,650,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,742890,5,2026,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,GO Czech! PLUS,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,549900,50222,2023,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,2WD SMART,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,549900,63139,2023,Benzín,1.6,T-GDI,MHEV,110,Automatická,Ano,,,Ne,SUV,,,SMART+ NAV,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,740000,14709,2025,Benzín,1.6,T-GDI,,118,Automatická,,,,Ne,SUV,N-Line,,N- Line,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,739899,2000,2025,Benzín,1.6,TGDI,,110,Automatická,Ano,,,Ne,SUV,,,2WD GO,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,469990,61922,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ano,SUV,,,Smart,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,475000,89380,2022,Benzín,1.6,,,110,Automatická,,,,Ne,SUV,,,-1.MAJITEL-AUTOMAT-V ZÁRUCE,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,539000,63451,2022,Nafta,1.6,CRDi,,100,Manuální,,,,Ne,SUV,,,"NLine, serv.kn.,1.maj.",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,727890,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech Pl,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,639900,,2025,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,489000,99000,2023,Benzín,1.6,TGDI,,110,Manuální,,,,Ne,SUV,,,"Smart,LPG,tažné",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,637890,5,2025,Benzín,1.6,TGDI,,110,Manuální,,,,Ne,SUV,Comfort,,27 MT,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,719000,20000,2024,Benzín,1.6,TGDI,,117,Manuální,,,,Ne,SUV,Premium,,bez DK,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,714990,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,737890,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,Style,,,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,684890,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech Pl,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,694890,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,Style,,,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,539990,36511,2022,Benzín,1.6,,,110,Automatická,,,,Ne,SUV,,,Smart,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,569999,34648,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,N Line,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,649000,2310,2025,Benzín,1.6,T-GDI,,117,Manuální,,,,Ne,SUV,,,"ČR, 1. maj.",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,499900,24388,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,"1.MAJ,SMART,ZÁRUKA",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,654990,9,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,MT Smart,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,559900,51385,2023,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,Smart Navi,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,550000,65741,2021,Nafta,1.6,CRDi,MHEV,100,Automatická,,,,Ano,SUV,,,"48V , NOVÁ CENA",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,672800,5,2026,Benzín,1.6,T-GDI,,118,Manuální,,,,Ne,SUV,,,MT SMART,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,685000,5,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO-EXTRA! NOVÉ!,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,679990,10,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO CZECH!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,524999,40374,2023,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,Smart DPH 1.M,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,619000,61579,2022,Benzín,1.6,T-GDI,,132,Automatická,,,,Ano,SUV,,,"4X.maj,ČR",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,479900,50321,2021,Nafta,1.6,CRDi,,100,Automatická,Ano,,,Ne,SUV,,,Adventure,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,459900,25144,2023,Benzín,1.6,TGDI,,110,Manuální,,,,Ne,SUV,,,Start,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,500000,62497,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ano,SUV,,,"Smart, NOVÁ CENA",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,722890,1,2026,Benzín,1.6,,,110,Automatická,,,,Ne,SUV,,,GO CZECH! - limitovaná edice -,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,742890,1,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO CZECH PLUS! 4×2 1,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,664990,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,729990,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech! P,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,749990,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech! N,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,739990,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech! P,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,749900,,2025,Benzín,1.6,TGDI,,110,Automatická,Ano,,,Ne,SUV,Style,,2WD,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,469000,83582,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ano,SUV,,,SMART,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,744800,5,2026,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,GO Czech! Plus,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,460000,82040,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,Serv.kniha,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,740000,13841,2025,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,N-Line,,,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,742890,5,2026,Benzín,1.6,TGDI,,110,Automatická,Ano,,,Ne,SUV,,,TU 26 2WD GO PLUS,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,722890,5,2026,Benzín,1.6,TGDI,,110,Automatická,Ano,,,Ne,SUV,,,TU 26 2WD GO,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,707890,5,2026,Benzín,1.6,TGDI,,110,Manuální,,,,Ne,SUV,,,GO CZECH PLUS,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,600000,12337,2025,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,Comfort,,,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,439000,47000,2021,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,749980,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech! P,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,749980,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech! P,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,664990,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,674890,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,709890,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,699990,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,717890,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,530000,31376,2022,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,"NOVÁ CENA, Automat",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,740000,10907,2025,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,N-Line,,N- Line,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,569990,29999,2025,Benzín,1.6,TGDI,,117,Manuální,,,,Ne,SUV,Comfort,,MT 2WD,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,480000,35864,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,Ano,"Smart, Záruka",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,742890,5,2026,Benzín,1.6,TGDI,,110,Automatická,Ano,,,Ne,SUV,,,GO CZECH PLUS,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,609900,35864,2023,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,N-Line,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,629900,18959,2025,Benzín,1.6,T-GDI,,118,Manuální,,,,Ne,SUV,Style,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,410000,88961,2021,Nafta,1.6,CRDi,,100,Automatická,,,,Ne,SUV,N-Line,,Automat,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,549000,62100,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,N Line,,4,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,559000,16915,2023,Benzín,1.6,T-GDI,MHEV,110,Automatická,,,,Ne,SUV,,,"SMART , Au",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,740000,14763,2025,Benzín,1.6,T-GDI,,118,Automatická,,,,Ne,SUV,N-Line,,,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,599900,40642,2023,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,N-Line,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,717890,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,717890,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,705000,1500,2025,Benzín,1.6,TGDI,,118,Manuální,,,,Ne,SUV,N Line,,6MT 4x2,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,709890,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,709890,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,664990,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,664990,,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,699990,,2026,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,579900,28422,2023,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,Smart Navi,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,679000,9000,2025,Benzín,1.6,T-GDI,,118,Manuální,,,,Ne,SUV,,,20 YEARS EDICE,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,689000,2100,2025,Benzín,1.6,TGDI,,118,Manuální,,,,Ne,SUV,,,MT EDICE 20YEARS,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,699000,13266,2025,Benzín,1.6,T-GDI,,132,Automatická,Ano,,,Ano,SUV,,,"Go Czech,DPH",Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,459900,81057,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ano,SUV,,,SMART NAVI,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,580000,79380,2022,Benzín,1.6,T-GDI,,132,Manuální,,,,Ne,SUV,N-Line,,"ČR,1.maj",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,742890,5,2025,Benzín,1.6,T-GDI,,110,Automatická,Ano,,,Ne,SUV,,,26 GO CZECH PLU,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,679890,5,2026,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,GO Czech!,Nové,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,565523,33251,2022,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,569000,37249,2022,Benzín,1.6,TGDI,,110,Automatická,,,,Ne,SUV,N-Line,,AT,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,549900,41000,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,N-Line,,,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,569990,25447,2023,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,,Smart,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,560000,48625,2022,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,N-Line,Ano,Záruka,Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,699900,3200,2026,Benzín,1.6,,,110,Manuální,,,,Ne,SUV,N-Line,,6MT 4x2 GO Czech !,Předváděcí,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,520000,84620,2022,Benzín,1.6,T-GDI,,110,Automatická,,,,Ne,SUV,,Ano,"Záruka, Automat",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,386000,65490,2021,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,"1.maj,ČR,LED",Ojeté,Sauto.cz,Ano,
Hyundai Tucson 1.6 T-GDI MHEV,649990,12112,2024,Benzín,1.6,T-GDI,,110,Manuální,,,,Ne,SUV,,,Freedom Plus,Ojeté,Sauto.cz,Ano,
