Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Skóre shody,Extra,Stav,Zdroj,Odkaz na auto
Spalovací,BAIC X35 1.5,399900,,2026,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,T 6MT 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210010458
Spalovací,BAIC X35 1.5,399900,,2026,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,ALL IN T 4×2 6MT,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210050406
Spalovací,BAIC X35 1.5,429000,12,2026,Benzín,1.5,,,100,Automatická,,,,Ne,SUV,,,,Ano,,210T NOVÉ,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210087776
Spalovací,BAIC X35 1.5,399900,8,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210092951
Spalovací,BAIC X35 1.5,399900,8,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,2,4x2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210092963
Spalovací,BAIC X35 1.5,399900,8,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,2,4x2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210092966
Spalovací,BAIC X35 1.5,399900,8,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,2,4x2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210092972
Spalovací,BAIC X35 1.5,399990,,2026,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,ALL IN T 6MT,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210135128
Spalovací,BAIC X35 1.5,399900,,2026,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,ALL IN T 4×2 6MT,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210180011
Spalovací,BAIC X35 1.5,399900,,2026,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,T 6MT 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210181319
Spalovací,BAIC X35 1.5,399900,,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,T 6MT,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210245537
Spalovací,BAIC X35 1.5,399900,8,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210261785
Spalovací,BAIC X35 1.5,399900,8,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210261788
Spalovací,BAIC X35 1.5,399900,8,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210280703
Spalovací,BAIC X35 1.5,399900,8,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210280709
Spalovací,BAIC X35 1.5,389900,1000,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210421361
Spalovací,BAIC X35 1.5,384900,,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,ALL IN T 4×2 6MT,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210463055
Spalovací,BAIC X35 1.5,379900,3000,2025,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,,ALL IN T 4×2 6MT,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210463481
Spalovací,BAIC X35 1.5,399900,,2026,Benzín,1.5,,,100,Manuální,,,,Ne,SUV,,,,Ano,2,T 6MT 4x2 ALL IN,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x35/210544535
Spalovací,BAIC X5 1.5T CVT,689000,1,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,"T,ČR,AT,LED,panorama",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/208822590
Spalovací,BAIC X5 1.5T CVT,689000,1,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,"I,ČR,AT,LED,panorama",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/208822602
Spalovací,BAIC X5 1.5T CVT,659999,10,2026,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,T A T LED PANORAMA,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/208845993
Spalovací,BAIC X5 1.5T CVT,659999,10,2026,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,T A T LED PANORAMA,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/208845999
Spalovací,BAIC X5 1.5T CVT,689000,10,2025,Benzín,1.5,,,138,Automatická,,,,Ne,Hatchback,,,,Ano,,"A T, Kamera, PANO",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209020917
Spalovací,BAIC X5 1.5T CVT,643900,10,2026,Benzín,1.5,,,138,Automatická,,,,Ne,SUV,,,,Ano,,"A T, Kamera, PANO",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209026455
Spalovací,BAIC X5 1.5T CVT,599000,11,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,T AT Pixel-Led PANO DPH,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209130267
Spalovací,BAIC X5 1.5T CVT,599000,13,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,T AT Pixel-LED PANO DPH,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209130288
Spalovací,BAIC X5 1.5T CVT,599900,25,2025,Benzín,1.5,Turbo,,138,Automatická,,,,Ne,SUV,,,,Ano,,NOVÉ 5 100TIS.KM,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209149968
Spalovací,BAIC X5 1.5T CVT,689000,12,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,"T,ČR,AT,LED,kamera",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209280333
Spalovací,BAIC X5 1.5T CVT,599000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,,Ano,,T 4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209564994
Spalovací,BAIC X5 1.5T CVT,599000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,,Ano,,T 4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209567250
Spalovací,BAIC X5 1.5T CVT,511000,31665,2024,LPG + benzín,1.5,Turbo,,130,Automatická,,,,Ne,SUV,,Ano,,Ano,,"Záruka, LPG",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x5/209881698
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,599000,10,2025,Benzín,1.5,,,138,Automatická,,,,Ne,SUV,,,,Ano,2,T AUT PANORAMA LED,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209077518
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,599000,10,2025,Benzín,1.5,,,138,Automatická,,,,Ne,SUV,,,,Ano,2,T AUT PANORAMA LED,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209163390
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,599000,10,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,2,T AUT Led 4x2 Nové,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209334123
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,599000,9,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,T NOVÉ VOZIDLO,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209453136
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,598800,,2026,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,2,T AUTOMAT MAX.VÝBAVA,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209459553
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,599000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,,Ano,,T 4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209565216
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209688297
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,5,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209797461
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,5,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209800533
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,5,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209800632
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,5,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209800662
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,4,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209805603
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,4,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209805606
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,4,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209805609
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,4,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209897427
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,4,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209897433
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,649900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209991006
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,649900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/209991261
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210092978
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,649900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210132941
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,649900,5,2024,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210138188
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,649900,5,2024,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210138242
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,649900,5,2024,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210138371
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,594900,4500,2024,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210138512
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210261794
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210261797
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210261800
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,599000,1000,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210314135
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,580000,5856,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,Ano,,Ano,,"T, ALL IN, Záruka, Automat",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210438509
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,598800,,2026,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,2,T AUTOMAT MAX.VÝBAVA,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210457643
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,549900,5575,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210530858
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN MY2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210535094
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN MY2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210557036
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN MY2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210557117
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN MY2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210557297
Spalovací,BAIC Beijing X55 1.5 Turbo 7DCT,679900,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN MY2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x55/210557480
Spalovací,BAIC X7 1.5,699000,10,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,2,T AUT Panorama Nové,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209334126
Spalovací,BAIC X7 1.5,659900,3520,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN,Předváděcí,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209438124
Spalovací,BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,ALL IN T 4x2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209440092
Spalovací,BAIC X7 1.5,699000,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,,Ano,,T 4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209579316
Spalovací,BAIC X7 1.5,699000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,,Ano,,T 4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209621256
Spalovací,BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,ALL IN T 4×2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209639520
Spalovací,BAIC X7 1.5,749900,5,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,ALL IN T 4×2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209802990
Spalovací,BAIC X7 1.5,749900,4,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209805612
Spalovací,BAIC X7 1.5,749900,4,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209805615
Spalovací,BAIC X7 1.5,749900,4,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209805618
Spalovací,BAIC X7 1.5,675000,6413,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T ALL IN,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209897469
Spalovací,BAIC X7 1.5,699900,4500,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/209940363
Spalovací,BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210004806
Spalovací,BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210004836
Spalovací,BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210078539
Spalovací,BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,4x2 T+,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210092990
Spalovací,BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210092996
Spalovací,BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210093002
Spalovací,BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210136952
Spalovací,BAIC X7 1.5,659900,4500,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210136973
Spalovací,BAIC X7 1.5,749900,5,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210137015
Spalovací,BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210261806
Spalovací,BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210261809
Spalovací,BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,4x2 T+,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210261815
Spalovací,BAIC X7 1.5,679900,6032,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210281129
Spalovací,BAIC X7 1.5,679900,6320,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210315542
Spalovací,BAIC X7 1.5,689900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,ALL IN T 4×2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210377729
Spalovací,BAIC X7 1.5,694900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,,T 4x2 ALL IN,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210402233
Spalovací,BAIC X7 1.5,749900,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN MY2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210533522
Spalovací,BAIC X7 1.5,749900,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN MY2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210533555
Spalovací,BAIC X7 1.5,749900,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,,Ano,2,T 4x2 ALL IN MY2,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x7/210533618
Spalovací,BAIC X75 1.5,699000,10,2025,Benzín,1.5,,,138,Automatická,,,,Ne,SUV,,,,Ano,2,T AUT PANORAMA LED,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x75/209069316
Spalovací,BAIC X75 1.5,699000,8,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,T NOVÉ VOZIDLO,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x75/209453142
Spalovací,BAIC X75 1.5,698800,,2026,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ano,,T AUTOMAT MAX.VÝBAVA,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x75/209460255
Spalovací,BAIC X75 1.5,699000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,,Ano,,T 4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x75/209573583
Spalovací,BAIC X75 1.5,699000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,,Ano,,T 4x2,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/baic/x75/209573847
Elektrické,BMW i3,549000,29000,2021,Elektro,,,,125,,,,,Ne,Hatchback,,,Ano,,,Dojezd 304 km / Baterie 42 kWh / 120Ah Comfort Navi Reku,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/bmw/i3/208528121
Elektrické,BMW i3,499000,77500,2021,Elektro,,,,135,,,,,Ne,Sedan/limuzína,,,Ano,,,"Dojezd 280 km / Baterie 120 kWh / i3S,135kw,120Ah,12/2021",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/bmw/i3/208930287
Elektrické,BMW i3,565000,39000,2022,Elektro,,,,135,,,,,Ne,Sedan/limuzína,,,Ano,,,Dojezd 283 km / Baterie 42 kWh / PRODÁNO,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/bmw/i3/209308113
Elektrické,BMW i3,629000,31779,2021,Elektro,,,,135,,,,,Ne,Hatchback,,,Ano,,,"Dojezd 285 km / Baterie 42 kWh / i3s 120Ah, H/K, Navi profi",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/bmw/i3/209746152
Elektrické,BMW i3,634999,58563,2022,Elektro,,,,135,,,,,Ne,Sedan/limuzína,,,Ano,,,Dojezd 281 km / Baterie 42 kWh / i3s 120Ah SOH 91% NAVI PROF,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/bmw/i3/210407279
Elektrické,BMW i3,539000,22000,2022,Elektro,,,,125,,,,,Ne,Sedan/limuzína,,,Ano,,,"120Ah (stav 100%), 22tis. km",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/bmw/i3/210537962
Spalovací,BMW 3 2.0,664296,57398,2022,Benzín,2.0,,,120,Automatická,,,,Ne,Kombi,,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/bmw/ostatni/210444620
Spalovací,BMW 1 2.0,568000,73800,2021,Nafta,2.0,,,110,Automatická,,,,Ne,Hatchback,,,,Ano,,118d Sport Line,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/bmw/rada-1/204706650
