Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Extra,Stav,Zdroj
Spalovací,Seat Leon Hatchback 1.5 TSI,447000,110842,2022,Benzín,1.5,eTSI,,110,Automat,Ano,,ALU 18''+ ALU 17'',Ne,,FR-Line,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,452000,162291,2023,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 16'',Ne,Variant,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 2.0 TDI (Gen 8),432000,159932,2023,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 16'',Ne,Variant,,Ano,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.3 Pro Electric,573000,19175,2021,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,IQ.Light,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 1.5 TSI (Gen 8),446000,59991,2021,Benzín,1.5,TSI,,96,,,,ALU 17'',Ne,,Style,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,687000,62040,2021,Benzín,2.0,TSI,,206,Automat,Ano,,ALU 17'',Ano,Variant,Elegance,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 1.5 TSI (Gen 8),447000,126486,2022,Benzín,1.5,TSI,,110,,,,ALU 18''+ zimní sada,Ne,,Style,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,591000,151675,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18''+ ALU 17'',Ano,Combi,Scout,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,623000,42188,2021,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,437000,166692,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,Variant,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),522000,162170,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),732000,61666,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18'',Ano,Combi,Scout,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),744000,59358,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18''+ zimní pneu,Ano,Combi,Scout,,,Ano,,Dostupný,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",777000,111589,2024,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18''+ ALU 17'',Ano,,Style,,,Ano,Webasto,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),532000,150005,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ ALU 16'',Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,569000,147262,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18''+ ALU 17'',Ano,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),599000,92662,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,562000,125232,2021,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18''+ ALU 17'',Ano,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Elektrické,Audi Q4 e-tron 50 quattro,844000,27894,2023,Elektro,,,,220,,,,ALU 19'',Ano,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,528000,133659,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ zimní sada,Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Variant 1.5 eTSI (Gen 8),431999,96926,2021,Benzín,1.5,TSI,,96,,,,ALU 17'',Ne,Variant,,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb Combi 1.5 TSI (Gen 4),525000,176340,2022,Benzín,1.5,TSI,,110,Automat,Ano,,ALU 19''+ ALU 17'',Ne,Combi,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),528000,175843,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17'',Ne,,Highline,,,Ano,Webasto,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,689000,121111,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 19''+ ALU 17'',Ne,,Sportline,,,Ano,Webasto,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,499000,139118,2022,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,529000,147106,2021,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18''+ zimní sada,Ne,Combi,Laurin & Klement,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,461000,154254,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ zimní sada,Ne,,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi 1.5 TSI,597000,21937,2023,Benzín,1.5,TSI,MHEV,110,Automat,Ano,,ALU 16'',Ne,Combi,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",1115000,21171,2025,Nafta,2.0,TDI,,142,Automat,Ano,,ALU 19',Ano,,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,590000,145142,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18''+ ALU 17'',Ano,Combi,Scout,,,Ano,Webasto,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,520000,219363,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 19''+ ALU 17'',Ne,Combi,Sportline,,,Ano,,Dostupný,Autodraft.cz
Elektrické,Tesla Model 3 Dual Motor AWD,635000,117770,2020,Elektro,,,,350,,,,ALU 18'',Ne,,,,Ne,,S 4x4 Long Range,Dostupný,Autodraft.cz
Spalovací,Škoda Fabia Hatchback (Gen 4) 1.0 TSI,363999,29389,2022,Benzín,1.0,,,59,,,,,Ne,,,,,Ano,Oranžová Phoenix metalíza,Dostupný,Autodraft.cz
Spalovací,Škoda Fabia Hatchback (Gen 4) 1.0 TSI,328000,92969,2022,Benzín,1.0,TSI,,81,,,,ALU,Ne,,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 2.0 TDI (Gen 8),415000,149919,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16'',Ne,Variant,,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,Seat Ateca 1.5 TSI,442000,155493,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17'',Ano,,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,551000,142154,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 19''+ ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 2.0 TDI (Gen 8),420999,148941,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,Variant,,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,prodané Volkswagen Golf 8 2.0 TDI,436000,110444,2022,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 16'' prodané,Ne,Variant,,Ano,,Ne,,Dostupný,Autodraft.cz
Spalovací,Škoda Fabia Hatchback (Gen 4) 1.0 TSI,332000,79739,2022,Benzín,1.0,TSI,,70,,,,,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,521000,163383,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 19'',Ano,Variant,Elegance,,,Ano,,Dostupný,Autodraft.cz
Elektrické,Tesla Model 3 Dual Motor AWD,675000,76321,2020,Elektro,,,,350,,,,ALU 18'',Ne,,,,Ne,,S 4x4 Long Range,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),517000,89662,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ ALU 16'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Taigo 1.0 TSI,396000,33039,2023,Benzín,1.0,TSI,,70,,,,,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,648000,92373,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,499000,163113,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Variant,R-Line,,,Ano,,Dostupný,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",679000,158232,2020,Nafta,2.0,TDI,,176,Automat,Ano,,ALU 20'',Ano,,,,,Ano,Webasto,Dostupný,Autodraft.cz
Spalovací,Ford Tourneo Custom 2.0 EcoBlue,962000,29124,2025,Nafta,2.0,EcoBlue,,100,,,,,Ne,,,,,Ano,Tažné,Dostupný,Autodraft.cz
Elektrické,Cupra Tavascan Endurance Electric,997000,14640,2024,Elektro,,,,210,,,,ALU 19'',Ne,,,,Ano,,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,583000,76892,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,496000,154835,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Elektrické,Škoda Enyaq iV 60 Sportline,792000,53554,2022,Elektro,,,,132,,,,2x ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,Tesla Model 3 Dual Motor AWD,692000,103618,2021,Elektro,,,,350,,,,ALU 18'',Ne,,,,Ne,,S 4x4 Long Range,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 2.0 TDI (Gen 8),341000,181960,2022,Nafta,2.0,TDI,,110,,,,2x sada ALU 16'',Ne,Variant,,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,Seat Ateca 1.5 TSI,452000,149824,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18'',Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Audi A6 2.0 TFSI,722000,89954,2022,Benzín,2.0,TFSI,,195,Automat,Ano,,ALU 18''+ ALU 17'',Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Cupra Formentor 1.5 TSI,563000,87942,2021,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18''+ ALU 17'',Ano,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Audi A4 Avant 35 TFSI (Kombi),580000,86995,2022,Nafta,2.0,TDI,,120,Automat,Ano,,ALU 17'',Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",789000,78848,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 19''+ ALU 17'',Ne,,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,615000,28062,2025,Benzín,1.5,TSI,MHEV,110,Automat,Ano,,ALU 17'',Ne,,Selection,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),680000,117023,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 19'',Ano,,Elegance,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),528000,150516,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17'',Ne,,Highline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,439000,190219,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ ALU 16'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,538000,174429,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 19''+ ALU 17'',Ne,Combi,Laurin & Klement,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,472000,182681,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",569000,157541,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18'',Ne,,Style,,,Ano,Facelift,Dostupný,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",717000,160816,2024,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 19'',Ne,,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 2.0 TDI (Gen 8),399000,160983,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,Variant,,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,532000,182499,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18'',Ano,Combi,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,528000,140342,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Hyundai i20 1.0 T-GDI,362000,63871,2024,Benzín,1.0,T-GDI,,74,,,,ALU 16'',Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Ford Tourneo Custom 2.0 EcoBlue,949000,18443,2025,Nafta,2.0,EcoBlue,,100,,,,,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,688000,70742,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 19''+ ALU 16'',Ne,Combi,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),442000,168780,2022,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 16'',Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Fabia Hatchback (Gen 4) 1.0 TSI,330000,73202,2024,Benzín,1.0,,,59,,,,ALU 15'',Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Cupra Formentor 1.5 TSI,627000,94978,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18'',Ano,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Audi A6 2.0 TDI,682000,97551,2021,Nafta,2.0,TDI,,150,Automat,Ano,,ALU 18''+ ALU 16'',Ne,,,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),786000,64745,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 20''+ ALU 18'',Ano,,R-Line,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),782000,96436,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 20'',Ano,,R-Line,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.3 Pro,518000,57991,2021,Elektro,,,,150,,,,,Ne,,,,Ne,,,Zamluvené,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,395000,142394,2020,Nafta,2.0,TDI,,88,Automat,Ano,,,Ne,Combi,,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,698000,35525,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,718000,56659,2023,Elektro,,,,150,,,,2x sada ALU 19'',Ne,,,,Ne,,,Zamluvené,Autodraft.cz
Spalovací,Cupra Formentor 1.5 TSI,717000,61096,2022,Benzín,2.0,TSI,,228,Automat,Ano,,ALU 19'',Ano,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,547000,137223,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Variant,Elegance,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),442000,111876,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16'',Ne,Combi,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),589000,62378,2021,Benzín,1.5,TSI,,110,,,,ALU 17''+ zimní sada,Ne,,Highline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Fabia Hatchback (Gen 4) 1.0 TSI,399000,113121,2023,Benzín,1.0,TSI,,70,,,,,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),598000,93853,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",846000,78926,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 20'',Ano,,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),434000,105438,2021,Nafta,2.0,TDI,,110,,,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Taigo 1.0 TSI,522000,74556,2022,Benzín,1.5,TSI,,110,Automat,Ano,,2x sada ALU 18'',Ne,,R-Line,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),457000,140127,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ ALU 16'',Ne,Combi,,,,Ano,,Prodané,Autodraft.cz
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,598000,44314,2025,Benzín,1.5,TSI,MHEV,110,Automat,Ano,,ALU 16'',Ne,,Selection,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),627000,50480,2025,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 17'',Ne,Combi,Selection,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,641000,29632,2025,Benzín,1.5,TSI,MHEV,110,Automat,Ano,,ALU 17''+ zimní sada,Ne,,Selection,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),730000,26471,2025,Nafta,2.0,TDI,PHEV,110,Automat,Ano,,2x sada ALU 17'',Ne,Combi,Exclusive,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Fabia Hatchback (Gen 4) 1.0 TSI,398000,13112,2024,Benzín,1.0,,,59,,,,,Ne,,Selection,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Karoq 1.5 TSI,736000,38174,2024,Benzín,2.0,TSI,,140,Automat,Ano,,ALU 18''+ zimní sada,Ano,,Sportline,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,596000,36870,2025,Benzín,1.5,TSI,MHEV,110,Automat,Ano,,ALU 16'',Ne,,Selection,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,763000,54840,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,441000,157928,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16'',Ne,Combi,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,497000,167439,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,661000,77011,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 19''+ zimní sada,Ne,Combi,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",629000,165351,2021,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 20''+ ALU 18'',Ano,,Sportline,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,"Škoda Kodiaq iV (Gen 2, PHEV)",766000,95836,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18''+ ALU 17'',Ano,,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,580000,143910,2023,Nafta,2.0,TDI,,147,Automat,Ano,,2x sada ALU 17'',Ano,,Alltrack,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,459000,134289,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,Combi,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,550000,118415,2022,Nafta,2.0,TDI,,147,Automat,,,ALU 17''+ ALU 16'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,611996,81098,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ ALU 16'',Ne,Combi,Style,,,Ano,,Prodané,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,404000,168798,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,Variant,,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,616000,99409,2023,Nafta,2.0,TDI,,147,Automat,Ano,,,Ano,Variant,Elegance,,,Ano,,Prodané,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),415000,161462,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16'',Ne,Combi,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Seat Tarraco 1.5 TSI (5místná verze),654000,132951,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 20'',Ano,,FR-Line,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,490000,162936,2023,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 17'',Ne,Combi,Style,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,VW Tiguan Life 1.5 TSI (Gen 2),512000,108254,2022,Benzín,1.5,TSI,,110,,,,ALU 17''+ zimní sada,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),899000,25359,2024,Benzín,2.0,TSI,,140,Automat,Ano,,ALU 18'',Ano,Allspace,Elegance,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,416998,185574,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,Combi,,,,Ano,,Prodané,Autodraft.cz
Elektrické,Mercedes-Benz EQB 250 Progressive,847000,67283,2023,Elektro,,,,140,,,,2x sada ALU 18'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,442000,147715,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ zimní sada,Ne,Variant,,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,494000,188382,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18''+ ALU 17'',Ne,Combi,Laurin & Klement,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,496000,141871,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ano,Combi,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Audi A4 Avant 35 TFSI (Kombi),692000,61688,2023,Nafta,,TDI,,150,Automat,Ano,,ALU 18''+ ALU 17'',Ano,,S-Line,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,426000,180450,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ zimní sada,Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 2.0 TDI (Gen 8),417000,149859,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ ALU 16'',Ne,Variant,Style,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,432000,156572,2023,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 16'',Ne,Variant,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),649000,147181,2022,Benzín,2.0,TSI,,140,Automat,Ano,,ALU 19'',Ano,,R-Line,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,773000,29754,2023,Elektro,,,,150,,,,ALU 20''+ zimní sada,Ne,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,409000,171979,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16''+ zimní sada,Ne,Combi,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,590000,100228,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,392000,176229,2023,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 16'',Ne,Variant,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Variant 1.5 eTSI (Gen 8),531000,51141,2024,Benzín,1.5,eTSI,,110,Automat,Ano,,ALU 16'',Ne,Variant,,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Kamiq 1.0 TSI,396000,145450,2023,Benzín,1.5,TSI,,110,,,,ALU 17''+ zimní sada,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),397000,202976,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18''+ ALU 17'',Ne,Combi,Sportline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,430000,159228,2021,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 16'',Ne,Variant,,,,Ano,,Dostupný,Autodraft.cz
